year,season,fishery,length,freq
1990,1,13,182,0
1990,1,13,184,0
1990,1,13,186,0
1990,1,13,188,0
1990,1,13,190,0
1990,1,13,192,0
1990,1,13,194,0
1990,1,13,196,0
1990,1,13,198,0
1990,4,13,10,0
1990,4,13,12,0
1990,4,13,14,0
1990,4,13,16,0
1990,4,13,18,0
1990,4,13,20,0
1990,4,13,22,0
1990,4,13,24,0
1990,4,13,26,0
1990,4,13,28,0
1990,4,13,30,0
1990,4,13,32,0
1990,4,13,34,0
1990,4,13,36,0
1990,4,13,38,0.542824120347454
1990,4,13,40,0.542824120347454
1990,4,13,42,4.75610887183617
1990,4,13,44,1.99898685573882
1990,4,13,46,1.80300287241164
1990,4,13,48,10.1866856906457
1990,4,13,50,9.88942888615597
1990,4,13,52,7.42076087065966
1990,4,13,54,2.3458269927591
1990,4,13,56,7.61674485398684
1990,4,13,58,18.5314444179337
1990,4,13,60,17.5685224703592
1990,4,13,62,13.0344212863213
1990,4,13,64,14.0295706770547
1990,4,13,66,26.9572646622183
1990,4,13,68,30.9479071968327
1990,4,13,70,45.3585368805515
1990,4,13,72,21.032339876589
1990,4,13,74,9.17218898405596
1990,4,13,76,7.10404202069682
1990,4,13,78,0
1990,4,13,80,0
1990,4,13,82,0
1990,4,13,84,0
1990,4,13,86,0
1990,4,13,88,0
1990,4,13,90,0
1990,4,13,92,0
1990,4,13,94,0
1990,4,13,96,0
1990,4,13,98,0
1990,4,13,100,0
1990,4,13,102,0
1990,4,13,104,0
1990,4,13,106,0
1990,4,13,108,0
1990,4,13,110,0
1990,4,13,112,0
1990,4,13,114,0
1990,4,13,116,0
1990,4,13,118,0
1990,4,13,120,0
1990,4,13,122,0
1990,4,13,124,0
1990,4,13,126,0
1990,4,13,128,0
1990,4,13,130,0
1990,4,13,132,0
1990,4,13,134,0
1990,4,13,136,0
1990,4,13,138,0
1990,4,13,140,0
1990,4,13,142,0
1990,4,13,144,0
1990,4,13,146,0
1990,4,13,148,0
1990,4,13,150,0
1990,4,13,152,0
1990,4,13,154,0
1990,4,13,156,0
1990,4,13,158,0
1990,4,13,160,0
1990,4,13,162,0
1990,4,13,164,0
1990,4,13,166,0
1990,4,13,168,0
1990,4,13,170,0
1990,4,13,172,0
1990,4,13,174,0
1990,4,13,176,0
1990,4,13,178,0
1990,4,13,180,0
1990,4,13,182,0
1990,4,13,184,0
1990,4,13,186,0
1990,4,13,188,0
1990,4,13,190,0
1990,4,13,192,0
1990,4,13,194,0
1990,4,13,196,0
1990,4,13,198,0
1991,4,13,10,0
1991,4,13,12,0
1991,4,13,14,0
1991,4,13,16,0
1991,4,13,18,0
1991,4,13,20,0
1991,4,13,22,0
1991,4,13,24,0
1991,4,13,26,0
1991,4,13,28,0
1991,4,13,30,0
1991,4,13,32,0
1991,4,13,34,0
1991,4,13,36,0
1991,4,13,38,0
1991,4,13,40,0.835844067500598
1991,4,13,42,1.56772045560615
1991,4,13,44,8.12245021852207
1991,4,13,46,7.81606661681949
1991,4,13,48,1.83957894578745
1991,4,13,50,4.64360888837566
1991,4,13,52,1.10333190473348
1991,4,13,54,2.79247182862837
1991,4,13,56,1.41533201223959
1991,4,13,58,4.79833650048571
1991,4,13,60,30.8656033717132
1991,4,13,62,64.9090851692289
1991,4,13,64,58.9438449171877
1991,4,13,66,22.3751923045777
1991,4,13,68,16.3579033755337
1991,4,13,70,0.695845747712964
1991,4,13,72,2.93610774043407
1991,4,13,74,1.90185072567949
1991,4,13,76,1.62999223549819
1991,4,13,78,2.52524778418886
1991,4,13,80,0.463174069696769
1991,4,13,82,0.613089622779774
1991,4,13,84,1.70278072570407
1991,4,13,86,3.31367052940736
1991,4,13,88,0.0749577765415023
1991,4,13,90,0.776432586310534
1991,4,13,92,0
1991,4,13,94,0.388216293155267
1991,4,13,96,0
1991,4,13,98,0
1991,4,13,100,0
1991,4,13,102,0
1991,4,13,104,0
1991,4,13,106,0
1991,4,13,108,0
1991,4,13,110,0
1991,4,13,112,0
1991,4,13,114,0
1991,4,13,116,0
1991,4,13,118,0
1991,4,13,120,0
1991,4,13,122,0
1991,4,13,124,0
1991,4,13,126,0
1991,4,13,128,0
1991,4,13,130,0
1991,4,13,132,0
1991,4,13,134,0
1991,4,13,136,0
1991,4,13,138,0
1991,4,13,140,0
1991,4,13,142,0
1991,4,13,144,0
1991,4,13,146,0
1991,4,13,148,0
1991,4,13,150,0
1991,4,13,152,0
1991,4,13,154,0
1991,4,13,156,0
1991,4,13,158,0
1991,4,13,160,0
1991,4,13,162,0
1991,4,13,164,0
1991,4,13,166,0
1991,4,13,168,0
1991,4,13,170,0
1991,4,13,172,0
1991,4,13,174,0
1991,4,13,176,0
1991,4,13,178,0
1991,4,13,180,0
1991,4,13,182,0
1991,4,13,184,0
1991,4,13,186,0
1991,4,13,188,0
1991,4,13,190,0
1991,4,13,192,0
1991,4,13,194,0
1991,4,13,196,0
1991,4,13,198,0
1992,1,13,10,0
1992,1,13,12,0
1992,1,13,14,0
1992,1,13,16,0
1992,1,13,18,0
1992,1,13,20,0
1992,1,13,22,0
1992,1,13,24,0
1992,1,13,26,0
1992,1,13,28,0
1992,1,13,30,0
1992,1,13,32,0
1992,1,13,34,0
1992,1,13,36,0
1992,1,13,38,0
1992,1,13,40,0
1992,1,13,42,0.302401452218068
1992,1,13,44,0.907204356654205
1992,1,13,46,1.51200726109034
1992,1,13,48,2.11681016552648
1992,1,13,50,3.02401452218068
1992,1,13,52,0.604802904436136
1992,1,13,54,0.302401452218068
1992,1,13,56,0.302401452218068
1992,1,13,58,0.302401452218068
1992,1,13,60,0.604802904436136
1992,1,13,62,0.561756610024377
1992,1,13,64,1.12351322004875
1992,1,13,66,1.42681656705911
1992,1,13,68,0.777630121214365
1992,1,13,70,1.25105500062609
1992,1,13,72,0.639678976982849
1992,1,13,74,0.370578473004854
1992,1,13,76,0.302401452218068
1992,1,13,78,1.23203085087044
1992,1,13,80,0.369676578212567
1992,1,13,82,1.51200726109034
1992,1,13,84,0.604802904436136
1992,1,13,86,0.627227946434303
1992,1,13,88,0.907204356654205
1992,1,13,90,1.49048411388446
1992,1,13,92,2.72161306996261
1992,1,13,94,1.51200726109034
1992,1,13,96,2.41921161774455
1992,1,13,98,1.81440871330841
1992,1,13,100,0.907204356654205
1992,1,13,102,0.604802904436136
1992,1,13,104,0.604802904436136
1992,1,13,106,1.51200726109034
1992,1,13,108,0.604802904436136
1992,1,13,110,0
1992,1,13,112,0
1992,1,13,114,0
1992,1,13,116,0
1992,1,13,118,0
1992,1,13,120,0
1992,1,13,122,0
1992,1,13,124,0
1992,1,13,126,0
1992,1,13,128,0
1992,1,13,130,0
1992,1,13,132,0
1992,1,13,134,0
1992,1,13,136,0
1992,1,13,138,0
1992,1,13,140,0
1992,1,13,142,0
1992,1,13,144,0
1992,1,13,146,0
1992,1,13,148,0
1992,1,13,150,0
1992,1,13,152,0
1992,1,13,154,0
1992,1,13,156,0
1992,1,13,158,0
1992,1,13,160,0
1992,1,13,162,0
1992,1,13,164,0
1992,1,13,166,0
1992,1,13,168,0
1992,1,13,170,0
1992,1,13,172,0
1992,1,13,174,0
1992,1,13,176,0
1992,1,13,178,0
1992,1,13,180,0
1992,1,13,182,0
1992,1,13,184,0
1992,1,13,186,0
1992,1,13,188,0
1992,1,13,190,0
1992,1,13,192,0
1992,1,13,194,0
1992,1,13,196,0
1992,1,13,198,0
1992,3,13,10,0
1992,3,13,12,0
1992,3,13,14,0
1992,3,13,16,0
1992,3,13,18,0
1992,3,13,20,0
1992,3,13,22,0
1992,3,13,24,0
1992,3,13,26,0
1992,3,13,28,0
1992,3,13,30,0
1992,3,13,32,0
1992,3,13,34,0
1992,3,13,36,0
1992,3,13,38,0
1992,3,13,40,0.39126987662995
1992,3,13,42,0.39126987662995
1992,3,13,44,0.858556318934594
1992,3,13,46,4.51810898049123
1992,3,13,48,4.99030015414278
1992,3,13,50,11.0291677708024
1992,3,13,52,10.0279739394145
1992,3,13,54,12.7742459863514
1992,3,13,56,28.524336599616
1992,3,13,58,48.5410873003638
1992,3,13,60,33.3600697767729
1992,3,13,62,16.7571909537947
1992,3,13,64,5.79099693769512
1992,3,13,66,1.573327324176
1992,3,13,68,2.48112210973726
1992,3,13,70,3.2061755787143
1992,3,13,72,0.0760165656746937
1992,3,13,74,0.144689898214037
1992,3,13,76,2.88357903462369
1992,3,13,78,0.144689898214037
1992,3,13,80,0.39126987662995
1992,3,13,82,1.31849952810389
1992,3,13,84,12.3081774059259
1992,3,13,86,20.3784935219608
1992,3,13,88,18.9922252458384
1992,3,13,90,18.2746957239736
1992,3,13,92,15.7833014587611
1992,3,13,94,10.7883000137891
1992,3,13,96,7.26034211851662
1992,3,13,98,5.81915353761226
1992,3,13,100,5.06248729887954
1992,3,13,102,0.570081107027366
1992,3,13,104,1.7102433210821
1992,3,13,106,0.570081107027366
1992,3,13,108,0
1992,3,13,110,0
1992,3,13,112,0
1992,3,13,114,0
1992,3,13,116,0
1992,3,13,118,0
1992,3,13,120,0
1992,3,13,122,0
1992,3,13,124,0
1992,3,13,126,0
1992,3,13,128,0
1992,3,13,130,0
1992,3,13,132,0
1992,3,13,134,0
1992,3,13,136,0
1992,3,13,138,0
1992,3,13,140,0
1992,3,13,142,0
1992,3,13,144,0
1992,3,13,146,0
1992,3,13,148,0
1992,3,13,150,0
1992,3,13,152,0
1992,3,13,154,0
1992,3,13,156,0
1992,3,13,158,0
1992,3,13,160,0
1992,3,13,162,0
1992,3,13,164,0
1992,3,13,166,0
1992,3,13,168,0
1992,3,13,170,0
1992,3,13,172,0
1992,3,13,174,0
1992,3,13,176,0
1992,3,13,178,0
1992,3,13,180,0
1992,3,13,182,0
1992,3,13,184,0
1992,3,13,186,0
1992,3,13,188,0
1992,3,13,190,0
1992,3,13,192,0
1992,3,13,194,0
1992,3,13,196,0
1992,3,13,198,0
1992,4,13,10,0
1992,4,13,12,0
1992,4,13,14,0
1992,4,13,16,0
1992,4,13,18,0
1992,4,13,20,0
1992,4,13,22,0
1992,4,13,24,0
1992,4,13,26,0
1992,4,13,28,0
1992,4,13,30,0
1992,4,13,32,0
1992,4,13,34,0
1992,4,13,36,0
1992,4,13,38,0
1992,4,13,40,0.0649092557196335
1992,4,13,42,3.23645669125435
1992,4,13,44,5.20441957712646
1992,4,13,46,2.86017461773773
1992,4,13,48,1.68039424788614
1992,4,13,50,0.17571468041503
1992,4,13,52,2.78242724655354
1992,4,13,54,0.890615651629806
1992,4,13,56,0.969237257931864
1992,4,13,58,9.04560754226221
1992,4,13,60,24.4479874476557
1992,4,13,62,32.096067744713
1992,4,13,64,43.317518374336
1992,4,13,66,15.6353592956651
1992,4,13,68,5.79628650427956
1992,4,13,70,2.41281984949349
1992,4,13,72,0
1992,4,13,74,0.0960648440738697
1992,4,13,76,0
1992,4,13,78,0.0649092557196335
1992,4,13,80,0
1992,4,13,82,0
1992,4,13,84,0.0649092557196335
1992,4,13,86,0
1992,4,13,88,0
1992,4,13,90,0
1992,4,13,92,0
1992,4,13,94,0
1992,4,13,96,0
1992,4,13,98,0
1992,4,13,100,0
1992,4,13,102,0
1992,4,13,104,0
1992,4,13,106,0
1992,4,13,108,0
1992,4,13,110,0
1992,4,13,112,0
1992,4,13,114,0
1992,4,13,116,0
1992,4,13,118,0
1992,4,13,120,0
1992,4,13,122,0
1992,4,13,124,0
1992,4,13,126,0
1992,4,13,128,0
1992,4,13,130,0
1992,4,13,132,0
1992,4,13,134,0
1992,4,13,136,0
1992,4,13,138,0
1992,4,13,140,0
1992,4,13,142,0
1992,4,13,144,0
